datetime,RHdaily_Lapse1,RHdaily_Lapse5,RHdaily_Lapse7
2017-05-24,84.887875,92.331125,101.93125
2017-05-25,79.972875,83.78475,84.470875
2017-05-26,68.71975,76.647375,64.88375
2017-05-27,59.355,67.389625,51.529875
2017-05-28,60.722375,68.41325,56.033625
2017-05-29,58.51025,61.3605,39.3035
2017-05-30,84.872375,76.40125,68.858375
2017-05-31,90.748375,96.7915,103.708625
2017-06-01,90.23075,102.567875,107.13
2017-06-02,92.832125,96.61775,106.886875
2017-06-03,90.12725,88.585125,98.11875
2017-06-04,79.319875,90.94025,104.382625
2017-06-05,70.494375,75.57375,75.50425
2017-06-06,61.073875,63.152625,47.021375
2017-06-07,60.67325,64.562375,50.501125
2017-06-08,89.440125,98.421375,101.404375
2017-06-09,89.864375,92.246875,107.880875
2017-06-10,93.638875,99.182375,108.1475
2017-06-11,85.568,94.434875,106.495125
2017-06-12,88.69475,101.098125,105.05725
2017-06-13,88.424625,102.99725,108.36025
2017-06-14,89.360875,98.119375,108.4635
2017-06-15,91.503375,98.35700000000001,107.34225
2017-06-16,93.316625,101.731875,108.094375
2017-06-17,87.659625,89.698,105.79775
2017-06-18,91.318875,103.257875,108.147
2017-06-19,88.918625,90.4755,90.162125
2017-06-20,89.993,98.77,99.196125
2017-06-21,78.53925,95.081125,97.603875
2017-06-22,73.2245,79.365375,78.2605
2017-06-23,68.34,71.4855,59.6445
2017-06-24,59.42075,61.840375,40.40425
2017-06-25,54.0125,55.5325,35.361
2017-06-26,53.907375,60.2255,52.35525
2017-06-27,70.0055,81.8065,81.297875
2017-06-28,73.127,87.64725,89.49675
2017-06-29,77.18425,84.001125,77.552875
2017-06-30,71.307875,74.68525,61.4265
2017-07-01,70.679625,77.74575,76.682125
2017-07-02,72.1895,83.15899999999999,84.448375
2017-07-03,75.705125,84.426125,96.24825
2017-07-04,73.49375,76.932375,67.4185
2017-07-05,63.79475,61.343375,35.628125
2017-07-06,60.69625,56.080125,42.3925
2017-07-07,69.626625,66.46600000000001,56.415375
2017-07-08,74.229875,79.294,59.587125
2017-07-09,73.819,86.07225,94.38575
2017-07-10,71.847,87.309875,95.3335
2017-07-11,71.197125,82.549625,87.20675
2017-07-12,76.241125,83.493875,93.411375
2017-07-13,79.3115,88.6305,98.0905
2017-07-14,75.9265,71.162625,69.320625
2017-07-15,69.493,65.628,78.1105
2017-07-16,65.14175,89.071,104.54725
2017-07-17,70.631625,76.4875,79.9385
2017-07-18,67.989625,69.5715,64.513125
2017-07-19,63.43675,69.950125,74.37425
2017-07-20,84.567875,93.47075,102.695875
2017-07-21,85.423625,87.508,99.6965
2017-07-22,88.052375,86.275,99.73299999999999
2017-07-23,82.2535,92.31275,101.51925
2017-07-24,76.18825,76.96300000000001,75.3605
2017-07-25,71.447375,73.96875,66.784125
2017-07-26,69.812,74.868375,73.219625
2017-07-27,75.7645,81.635375,86.966625
2017-07-28,75.91125,85.239875,79.297375
2017-07-29,69.219375,79.646,76.345625
2017-07-30,65.9395,73.580625,81.096
2017-07-31,68.07025,74.633625,60.705875
2017-08-01,67.354125,63.03225,49.134375
2017-08-02,56.8925,54.0325,37.786375
2017-08-03,52.320625,49.21525,32.779375
2017-08-04,64.131875,60.694125,36.785625
2017-08-05,69.204375,64.33375,44.43975
2017-08-06,70.415,61.98725,44.68
2017-08-07,60.715125,56.266000000000005,41.919
2017-08-08,64.71925,62.31575,44.317
2017-08-09,64.265875,60.547875,40.258125
2017-08-10,58.957625,57.184125,40.706375
2017-08-11,58.7575,59.769625,43.16875
2017-08-12,71.118,78.202375,73.230125
2017-08-13,81.30825,98.946875,105.554875
2017-08-14,74.78425,86.9865,105.319875
2017-08-15,71.418375,83.52825,85.911125
2017-08-16,69.99625,82.198875,85.732125
2017-08-17,73.18775,85.37425,93.977
2017-08-18,79.744875,94.227875,104.903125
2017-08-19,74.3,88.903125,100.534125
2017-08-20,69.433875,83.146,85.500625
2017-08-21,68.272375,74.97175,61.068375
2017-08-22,61.883,61.74875,56.918625
2017-08-23,72.52675,77.71325,88.100125
2017-08-24,73.26375,88.9655,100.931125
2017-08-25,67.8375,80.92699999999999,84.32875
2017-08-26,63.94025,72.782,64.843875
2017-08-27,60.230875,62.30775,48.572625
2017-08-28,58.62275,52.68175,40.623375
2017-08-29,49.396,36.81225,32.4815
2017-08-30,72.376125,61.973625,71.166375
2017-08-31,75.723,85.08275,95.885125
2017-09-01,67.450125,70.102,61.0265
2017-09-02,62.244375,70.24825,66.097
2017-09-03,53.44975,58.052625,38.995
2017-09-04,50.42475,45.543625,24.439125
2017-09-05,52.787625,46.712875,28.885875
2017-09-06,59.4335,51.372,37.362375
2017-09-07,74.314,73.301875,59.96625
2017-09-08,89.03025,98.500875,101.474375
2017-09-09,92.444625,100.940125,106.156375
2017-09-10,92.139,86.16675,102.0925
2017-09-11,79.618625,63.22875,59.2935
2017-09-12,81.538,70.822625,75.582625
2017-09-13,79.0725,80.836375,84.94775
2017-09-14,62.67275,49.23825,54.424
2017-09-15,56.47125,56.23425,47.644375
2017-09-16,61.3925,60.6525,61.76175
2017-09-17,73.445125,72.71575,77.916
2017-09-18,93.3425,103.14625,105.65
2017-09-19,94.2795,102.31875,106.96925
2017-09-20,90.94425,102.071875,107.0225
2017-09-21,92.119375,92.78975,103.81075
2017-09-22,79.619625,78.157625,90.923375
2017-09-23,76.499625,83.15025,90.35375
2017-09-24,83.091625,91.21325,91.281375
2017-09-25,90.6605,97.679375,105.559625
2017-09-26,87.695625,90.3005,96.6445
2017-09-27,81.185625,74.33875,63.1474
2017-09-28,78.33,76.94625,54.563125
2017-09-29,87.43775,88.9015,90.38525
2017-09-30,93.22375,103.194125,106.7525
2017-10-01,94.50875,103.6485,107.129875
2017-10-02,91.9115,83.396125,89.13125
2017-10-03,86.34725,76.021875,65.788125
2017-10-04,84.833625,73.461125,47.4065
2017-10-05,82.9715,69.954125,45.403375
2017-10-06,91.1265,81.72625,88.281
2017-10-07,95.61225,102.90625,104.73275
2017-10-08,95.708875,99.607125,101.25225
2017-10-09,93.376125,84.937875,87.60475
2017-10-10,96.699625,80.37525,88.1505
2017-10-11,95.758375,100.242125,104.739625
2017-10-12,96.467375,101.50200000000001,104.904
2017-10-13,96.8105,102.093875,105.0135
2017-10-14,96.867,100.455375,105.3385
2017-10-15,94.97175,96.44075,101.267875
2017-10-16,95.1505,92.2035,102.159375
2017-10-17,97.15475,98.960375,106.59
2017-10-18,96.811125,96.773,105.270875
2017-10-19,97.83325,104.50425,107.39875
2017-10-20,99.066625,105.678375,106.806625
2017-10-21,98.899125,105.512,106.752375
2017-10-22,98.34,99.787625,104.761125
2017-10-23,97.816375,94.768625,100.3645
2017-10-24,94.913,80.54975,72.7005
2017-10-25,95.666875,91.235,92.138125
2017-10-26,96.75025,92.22725,70.708875
2017-10-27,94.140625,66.6725,36.794125
2017-10-28,91.978125,67.208625,46.505375
2017-10-29,84.6465,61.30625,56.381375
2017-10-30,89.563625,57.398,36.967375
2017-10-31,92.853,57.29725,51.373375
2017-11-01,94.90675,94.64075,97.6635
2017-11-02,94.678625,103.883125,105.286125
2017-11-03,99.33925,101.97975,103.9115
2017-11-04,100.66775,102.09675,103.413
2017-11-05,99.9585555556,99.2126666667,103.109333333
2017-11-06,100.226625,95.18425,103.35775
2017-11-07,98.998375,87.035625,85.36875
2017-11-08,96.523375,89.46475,85.700875
2017-11-09,95.95700000000001,100.29975,103.350375
2017-11-10,96.009875,100.95700000000001,105.449875
2017-11-11,94.156,99.91825,105.88600000000001
2017-11-12,94.338,105.34425,106.42975
2017-11-13,96.06875,104.667625,106.26675
2017-11-14,97.72200000000001,105.23275,105.7785
2017-11-15,97.945875,104.3865,106.103375
2017-11-16,97.833625,104.495,105.3415
2017-11-17,97.323625,103.63975,105.232125
2017-11-18,95.932375,104.950875,105.723875
2017-11-19,94.449875,105.342625,105.55875
2017-11-20,97.15525,105.618375,106.482375
2017-11-21,96.575875,99.686125,106.372125
2017-11-22,95.308875,105.289125,106.374375
2017-11-23,97.152125,106.841125,107.45200000000001
2017-11-24,97.49475,105.9555,107.3975
2017-11-25,96.6385,104.03475,106.913375
2017-11-26,94.27725,105.510125,106.913375
2017-11-27,95.323,103.32425,105.77775
2017-11-28,95.2065,105.008375,106.42875
2017-11-29,96.07175,104.774,106.266625
2017-11-30,96.07125,104.999625,106.37275
2017-12-01,97.15275,105.3975,106.049625
2017-12-02,97.665125,105.276875,105.9415
2017-12-03,98.058375,102.999375,105.55925
2017-12-04,98.283875,102.661375,105.341625
2017-12-05,94.0795,99.10925,107.34475
2017-12-06,92.16275,94.657625,89.991
2017-12-07,95.460125,68.471125,28.84225
2017-12-08,96.780625,41.4145,16.876375
2017-12-09,96.038875,30.484625,21.6945
2017-12-10,98.1005,52.155625,16.5985
2017-12-11,97.6605,38.714625,16.388875
2017-12-12,98.324375,69.71775,65.2985
2017-12-13,97.410625,78.20775,67.647125
2017-12-14,97.589375,67.647375,45.43025
2017-12-15,93.7985,97.13525,100.357875
2017-12-16,96.01375,102.56075,104.24375
2017-12-17,95.72425,104.2785,105.504875
2017-12-18,96.5855,103.45975,105.77525
2017-12-19,98.395125,104.95299999999999,105.286375
2017-12-20,95.579125,93.8585,103.46875
2017-12-21,95.6375,95.411875,101.550125
2017-12-22,97.29025,100.581125,102.444625
2017-12-23,104.2145,86.081125,62.264875
2017-12-24,102.149625,86.921125,48.264125
2017-12-25,101.742375,101.807375,103.411375
2017-12-26,99.002625,99.71425,102.91125
2017-12-27,96.212,101.372625,103.911
2017-12-28,94.62575,104.4475,105.612125
2017-12-29,97.154875,105.846125,106.5375
2017-12-30,98.564,103.017875,105.068375
2017-12-31,95.252125,93.436875,85.95725
2018-01-01,96.96075,81.124375,58.0075
2018-01-02,93.50925,79.582375,61.978625
2018-01-03,92.66325,77.758,61.8435
2018-01-04,90.59475,80.614125,79.6875
2018-01-05,92.1435,104.615625,106.806625
2018-01-06,96.128375,105.226625,106.158125
2018-01-07,97.77475,104.783625,105.669
2018-01-08,97.49525,103.156,106.5915
2018-01-09,98.5635,104.435,106.104125
2018-01-10,99.51075,102.78625,104.849375
2018-01-11,99.345,104.99975,106.42875
2018-01-12,97.492,105.900375,107.238125
2018-01-13,96.642875,103.189375,107.021125
2018-01-14,96.242875,69.767,52.83925
2018-01-15,89.521,62.831875,59.961125
2018-01-16,85.43799999999999,103.14425,105.941
2018-01-17,85.246625,98.379375,105.69975
2018-01-18,92.042625,104.61425,105.669125
2018-01-19,91.8015,104.214,105.450875
2018-01-20,92.576375,103.929625,105.340875
2018-01-21,92.75075,104.276125,105.669
2018-01-22,96.41375,103.70625,105.23275
2018-01-23,96.870375,103.921125,105.777
2018-01-24,95.319875,105.22975,106.267125
2018-01-25,96.700625,102.95075,104.849375
2018-01-26,97.0995,104.09925,104.959125
2018-01-27,96.70025,103.993,105.286
2018-01-28,95.72075,105.901625,106.751875
2018-01-29,94.503625,105.733875,107.075375
2018-01-30,97.496125,103.47725,105.45100000000001
2018-01-31,97.268625,103.928125,105.287375
2018-02-01,96.471625,104.4385,105.940375
2018-02-02,94.0975,105.500125,107.23700000000001
2018-02-03,92.636375,106.5105,107.076125
2018-02-04,90.48575,106.122625,107.773875
2018-02-05,90.7275,107.44675,106.8075
2018-02-06,90.242375,106.17399999999999,106.32075
2018-02-07,88.35575,105.9545,107.826625
2018-02-08,85.819125,106.121375,107.236
2018-02-09,89.937375,105.100875,105.66825
2018-02-10,76.171125,92.8275,100.0405
2018-02-11,77.258,77.820625,95.845625
2018-02-12,93.787,69.2535,92.101
2018-02-13,94.198,69.11675,94.767625
2018-02-14,78.4825,101.874125,104.288625
2018-02-15,78.636125,99.377375,104.24025
2018-02-16,82.46125,102.15425,105.177375
2018-02-17,84.690875,105.455,105.668625
2018-02-18,94.45525,101.112625,102.57275
2018-02-19,102.545,93.852375,102.180375
2018-02-20,100.762875,91.588375,102.459875
2018-02-21,101.146625,90.06475,102.574875
2018-02-22,101.388875,82.632625,102.57425
2018-02-23,95.361625,93.698,102.855375
2018-02-24,75.800125,104.053,104.51899999999999
2018-02-25,71.65975,102.843625,104.574125
2018-02-26,73.69425,101.22125,104.354
2018-02-27,70.61025,101.878125,104.9045
2018-02-28,73.893,103.022125,105.12275
2018-03-01,80.0635,99.76700000000001,105.2325
2018-03-02,81.62425,100.609875,105.068125
2018-03-03,73.52825,96.813875,105.3385
2018-03-04,70.43,100.363375,105.178375
2018-03-05,74.15875,99.21799999999999,105.014
2018-03-06,71.609625,90.185,104.958625
2018-03-07,78.78675,63.298125,100.899375
2018-03-08,71.274625,102.668875,106.80625
2018-03-09,78.86625,99.16799999999999,105.395875
2018-03-10,70.081875,88.2165,100.596125
2018-03-11,71.6151428571,79.9437142857,98.26814285709999
2018-03-12,90.824875,65.285125,93.954875
2018-03-13,89.680375,76.058875,96.82525
2018-03-14,75.885375,102.963,105.55
2018-03-15,72.95525,91.23225,98.559125
2018-03-16,70.663875,83.46325,94.8155
2018-03-17,78.986375,83.727625,98.336125
2018-03-18,74.149375,100.57475,103.6955
2018-03-19,71.918125,99.005,103.665125
2018-03-20,78.487,95.1415,104.18025
2018-03-21,82.387125,71.76425,99.146875
2018-03-22,73.00275,95.523375,104.84175
2018-03-23,78.293125,98.68475,104.629625
2018-03-24,72.633125,96.66075,102.835
2018-03-25,70.87625,94.66425,101.463875
2018-03-26,65.234375,101.065625,104.843125
2018-03-27,74.33825,102.667125,105.392375
2018-03-28,75.33675,99.361,102.979375
2018-03-29,54.390625,100.5405,104.289875
2018-03-30,59.278125,99.67425,104.546375
2018-03-31,70.48425,86.274625,97.825125
2018-04-01,67.7515,97.534375,105.33625
2018-04-02,66.544375,95.266875,104.682375
2018-04-03,71.59025,97.49725,105.014
2018-04-04,67.57775,95.746125,105.5025
2018-04-05,65.743,103.256625,106.80675
2018-04-06,59.302875,102.64475,106.748875
2018-04-07,47.4635,99.0875,104.3325
2018-04-08,50.358875,102.583,106.699125
2018-04-09,59.81575,88.05225,101.99525
2018-04-10,54.693125,83.331875,96.173375
2018-04-11,55.7915,97.001875,106.69925
2018-04-12,61.1665,100.14225,105.4505
2018-04-13,48.287625,103.42625,106.1045
2018-04-14,53.32975,104.086125,105.554375
2018-04-15,63.55975,101.12825,104.880875
2018-04-16,53.24625,103.179375,104.82025
2018-04-17,59.076375,98.552875,103.7155
2018-04-18,58.74,93.63575,102.59525
2018-04-19,71.461125,84.230875,102.543125
2018-04-20,81.211875,81.88725,103.5625
2018-04-21,66.668,98.11225,104.320625
2018-04-22,72.857875,82.712875,99.99925
2018-04-23,75.76575,61.674875,81.23275
2018-04-24,74.622375,55.262375,47.293
2018-04-25,71.383625,61.216125,47.5425
2018-04-26,66.60425,55.453375,29.36175
2018-04-27,69.184875,66.131625,43.603125
2018-04-28,46.469125,103.857875,107.399125
2018-04-29,55.645,101.595875,106.913125
2018-04-30,54.283125,100.4295,107.019125
2018-05-01,58.15325,92.87775,103.79675
2018-05-02,70.758,87.476625,91.184375
2018-05-03,73.82925,84.326125,86.583
2018-05-04,83.3305,94.49075,105.825875
2018-05-05,71.712625,80.50025,79.516125
2018-05-06,84.595375,78.655125,76.29425
2018-05-07,80.303,88.041125,93.14175
2018-05-08,69.72525,77.72425,70.99325
2018-05-09,45.8715,97.85075,106.643125
2018-05-10,49.292875,99.068875,107.505375
2018-05-11,59.093999999999994,91.968875,96.64425
2018-05-12,72.254375,72.21600000000001,62.715625
2018-05-13,71.391375,60.607125,41.223125
2018-05-14,62.682625,64.359,45.84475
2018-05-15,68.966125,72.225125,51.293875
2018-05-16,85.4005,82.750125,72.541125
2018-05-17,85.042125,96.59299999999999,100.19925
2018-05-18,85.289125,95.819375,90.093375
2018-05-19,67.641375,90.461375,90.98975
2018-05-20,51.393875,93.554375,103.733125
2018-05-21,69.450625,91.5925,91.765
2018-05-22,73.089125,72.4725,42.982875
2018-05-23,71.240375,75.903125,57.5065
2018-05-24,84.455625,86.99475,94.42375
2018-05-25,75.095375,92.761625,100.06075
2018-05-26,79.225625,87.715,94.940625
2018-05-27,74.105875,86.46125,82.214375
2018-05-28,75.336625,88.87325,101.479125
2018-05-29,76.777375,90.453625,99.871375
2018-05-30,71.858875,85.082875,90.11825
2018-05-31,85.0175,98.838875,98.26825
2018-06-01,81.74425,93.699625,105.37975
2018-06-02,76.590625,76.914125,92.959
2018-06-03,63.029875,93.581375,95.563125
2018-06-04,54.275875,97.8105,106.37100000000001
2018-06-05,79.025375,81.166125,96.3455
2018-06-06,75.937625,71.857625,85.108375
2018-06-07,83.7635,83.85425,99.197
2018-06-08,63.8525,101.303125,106.53775
2018-06-09,37.562375,102.600125,107.398875
2018-06-10,42.0545,103.098625,106.319375
2018-06-11,52.32275,97.261125,102.45325
2018-06-12,70.268875,75.662625,69.390125
2018-06-13,37.598625,92.5055,97.6625
2018-06-14,36.703875,102.925375,106.59100000000001
2018-06-15,54.44175,94.882125,102.1755
2018-06-16,56.756625,83.4385,86.05525
2018-06-17,64.242375,67.5515,53.532875
2018-06-18,62.12025,57.7125,36.858625
2018-06-19,68.74175,66.15275,56.6865
2018-06-20,73.45075,77.088625,67.6225
2018-06-21,85.9405,86.17425,89.242875
2018-06-22,70.37725,102.0365,104.515
2018-06-23,60.686875,102.486125,105.283875
2018-06-24,64.465625,77.26325,75.3855
2018-06-25,37.146125,101.160125,104.458875
2018-06-26,40.1435,99.13975,100.530375
2018-06-27,69.19625,90.18475,92.583875
2018-06-28,79.277,103.061875,106.536875
2018-06-29,58.785375,103.341125,106.59100000000001
2018-06-30,9.05425,104.896875,106.5915
2018-07-01,38.115625,101.938125,106.8615
2018-07-02,49.721375,102.89725,107.559375
2018-07-03,51.498625,95.218125,98.201375
2018-07-04,78.586,73.346625,66.250375
2018-07-05,70.469875,63.83575,54.50625
2018-07-06,78.74875,75.69675,85.580875
2018-07-07,52.116875,96.13225,104.714625
2018-07-08,55.71575,77.226375,77.71600000000001
2018-07-09,77.627375,77.0355,70.233125
2018-07-10,56.210875,102.109,105.886125
2018-07-11,68.203,81.705125,83.87175
2018-07-12,70.7795,70.284875,61.15825
2018-07-13,68.6555,68.43875,65.090875
2018-07-14,60.017625,61.002375,58.5305
2018-07-15,57.949375,54.820125,41.44725
2018-07-16,57.389125,53.053125,36.9495
2018-07-17,59.639375,63.088,52.1905
2018-07-18,78.853625,78.606125,81.301375
2018-07-19,85.35775,90.50625,100.218375
2018-07-20,76.81475,91.447125,101.578875
2018-07-21,72.98125,79.73625,81.873875
2018-07-22,70.034375,68.099375,64.58575
2018-07-23,68.545,64.1795,58.89275
2018-07-24,66.715625,68.3738333333,62.602375
2018-07-25,84.46025,,58.863
2018-07-26,,,52.6755
2018-07-27,,,46.048375
2018-07-28,,,50.702125
2018-07-29,,,36.026375
2018-07-30,,,34.630125
2018-07-31,,,56.674875
2018-08-01,,,73.46125
2018-08-02,,,94.92575
2018-08-03,,,105.014
2018-08-04,,,89.101125
2018-08-05,,,68.1595
2018-08-06,,,60.1005
2018-08-07,,,48.015875
2018-08-08,,,45.387
2018-08-09,,,48.8765
2018-08-10,,,51.638375
2018-08-11,,,98.27775
2018-08-12,,,104.67399999999999
2018-08-13,,,57.455625
2018-08-14,,,42.67575
2018-08-15,,,51.57875
2018-08-16,,,67.395625
2018-08-17,,,74.50925
2018-08-18,,,53.26
2018-08-19,,,43.8445
2018-08-20,,,41.488875
2018-08-21,,,41.305375
2018-08-22,,,46.612625
2018-08-23,,,85.953125
2018-08-24,,,103.020375
2018-08-25,,,104.00475
2018-08-26,,,106.15825
2018-08-27,,,81.324625
2018-08-28,,,67.335625
2018-08-29,,,91.577875
2018-08-30,,,102.649
2018-08-31,,,102.04
2018-09-01,,,104.025125
2018-09-02,,,89.54075
2018-09-03,,,96.811875
2018-09-04,,,69.553
